MWG,NWG,KWG,MDIMC,NDIMC,MDIMA,NDIMB,KWI,VWM,VWN,STRM,STRN,SA,SB,Run1 (ms),Run2 (ms),Run3 (ms),Run4 (ms)
128,128,32,8,32,8,8,2,8,1,0,1,0,1,260.43,262.35,262.34,262.6
128,128,32,8,32,8,8,2,8,1,0,1,1,0,212.8,217.9,218.82,217.81
128,128,32,8,32,8,8,2,8,1,0,1,1,1,175.24,174.84,174.84,174.7
128,128,32,8,32,8,8,2,8,1,1,0,0,0,373.08,376.71,376.09,376.49
128,128,32,8,32,8,8,2,8,1,1,0,0,1,265.48,269.68,269.03,269.23
128,128,32,8,32,8,8,2,8,1,1,0,1,0,201.93,209.38,209.41,209.85
128,128,32,8,32,8,8,2,8,1,1,0,1,1,180.11,180.17,180.38,179.88
128,128,32,8,32,8,8,2,8,1,1,1,0,0,380.78,384.48,384.97,384.84
128,128,32,8,32,8,8,2,8,1,1,1,0,1,254.54,254.16,254.29,254.14
128,128,32,8,32,8,8,2,8,1,1,1,1,0,210.44,216.99,217.23,216.76
128,128,32,8,32,8,8,2,8,1,1,1,1,1,170.89,171.01,170.9,170.95
128,128,32,8,32,8,8,2,8,2,0,0,0,0,347.59,351.85,350.51,352.58
128,128,32,8,32,8,8,2,8,2,0,0,0,1,256.54,256.29,255.58,256.33
128,128,32,8,32,8,8,2,8,2,0,0,1,0,254.03,253.5,253.73,253.59
128,128,32,8,32,8,8,2,8,2,0,0,1,1,173.16,172.94,172.89,172.85
128,128,32,8,32,8,8,2,8,2,0,1,0,0,352.02,353.7,354.46,354.32
128,128,32,8,32,8,8,2,8,2,0,1,0,1,256.68,256.9,256.66,256.1
128,128,32,8,32,8,8,2,8,2,0,1,1,0,255.65,255.46,255.59,254.38
128,128,32,8,32,8,8,2,8,2,0,1,1,1,157.33,157.5,157.5,157.47
128,128,32,8,32,8,8,2,8,2,1,0,0,0,333.79,336.43,336.53,336.62
128,128,32,8,32,8,8,2,8,2,1,0,0,1,252.41,252.04,251.82,251.46
128,128,32,8,32,8,8,2,8,2,1,0,1,0,258.09,256.81,257.5,257.17
128,128,32,8,32,8,8,2,8,2,1,0,1,1,168.8,168.98,168.98,168.94
128,128,32,8,32,8,8,2,8,2,1,1,0,0,337.59,340.38,340.82,340.77
128,128,32,8,32,8,8,2,8,2,1,1,0,1,251.96,250.69,250.97,251.05
128,128,32,8,32,8,8,2,8,2,1,1,1,0,257.21,257.93,257.48,257.74
128,128,32,8,32,8,8,2,8,2,1,1,1,1,155.15,155.12,155.1,155.12
128,128,32,8,32,8,8,2,8,4,0,0,0,0,345.07,349.02,348.88,349.08
128,128,32,8,32,8,8,2,8,4,0,0,0,1,225.35,224.28,225.75,225.16
128,128,32,8,32,8,8,2,8,4,0,0,1,0,144.62,143.64,143.43,143.11
128,128,32,8,32,8,8,2,8,4,0,0,1,1,158.45,158.5,158.44,158.52
128,128,32,8,32,8,8,2,8,4,0,1,0,0,345.53,348.95,348.97,349.45
128,128,32,8,32,8,8,2,8,4,0,1,0,1,230.82,228.98,227.08,229.25
128,128,32,8,32,8,8,2,8,4,0,1,1,0,154.8,156.54,157.82,157.05
128,128,32,8,32,8,8,2,8,4,0,1,1,1,156.35,156.46,156.42,156.31
128,128,32,8,32,8,8,2,8,4,1,0,0,0,329.26,333.18,333.26,333.17
128,128,32,8,32,8,8,2,8,4,1,0,0,1,214.54,213.26,215.04,212.6
128,128,32,8,32,8,8,2,8,4,1,0,1,0,142.22,142.19,141.82,141.79
128,128,32,8,32,8,8,2,8,4,1,0,1,1,159.95,159.95,160,159.95
128,128,32,8,32,8,8,2,8,4,1,1,0,0,329.45,333.31,333.18,333.24
128,128,32,8,32,8,8,2,8,4,1,1,0,1,220.32,218.35,218.67,218.79
128,128,32,8,32,8,8,2,8,4,1,1,1,0,152.86,155.09,154.12,153.85
128,128,32,8,32,8,8,2,8,4,1,1,1,1,160,159.97,159.98,160.04
128,128,32,8,32,8,8,8,1,1,0,0,0,0,311.73,311.17,310.8,311.56
128,128,32,8,32,8,8,8,1,1,0,0,0,1,204.55,207.08,206.78,207.71
128,128,32,8,32,8,8,8,1,1,0,0,1,0,151.99,152.59,152.81,153.82
128,128,32,8,32,8,8,8,1,1,0,0,1,1,191.72,191.8,191.89,191.99
128,128,32,8,32,8,8,8,1,1,0,1,0,0,316.97,316.82,316.9,315.74
128,128,32,8,32,8,8,8,1,1,0,1,0,1,187.09,189.75,189.4,189.82
128,128,32,8,32,8,8,8,1,1,0,1,1,0,152.51,156.08,155.08,155.35
128,128,32,8,32,8,8,8,1,1,0,1,1,1,189.73,189.64,189.61,189.64
128,128,32,8,32,8,8,8,1,1,1,0,0,0,315.6,315.01,315.73,315.51
128,128,32,8,32,8,8,8,1,1,1,0,0,1,178.76,180.55,181.91,179.77
128,128,32,8,32,8,8,8,1,1,1,0,1,0,210.99,212.23,212.64,212.23
128,128,32,8,32,8,8,8,1,1,1,0,1,1,253.32,253.31,253.25,253.28
128,128,32,8,32,8,8,8,1,1,1,1,0,0,325.05,324.63,324.55,324.2
128,128,32,8,32,8,8,8,1,1,1,1,0,1,167.29,168.91,169.97,169.5
128,128,32,8,32,8,8,8,1,1,1,1,1,0,211.69,212.53,212.59,212.35
128,128,32,8,32,8,8,8,1,1,1,1,1,1,246.69,246.85,246.81,246.81
128,128,32,8,32,8,8,8,1,2,0,0,0,0,312.57,311.42,311.19,312.01
128,128,32,8,32,8,8,8,1,2,0,0,0,1,195.94,196.51,196.58,197.16
128,128,32,8,32,8,8,8,1,2,0,0,1,0,154.6,156.61,155.68,154.91
128,128,32,8,32,8,8,8,1,2,0,0,1,1,196.27,196.36,196.29,196.35
128,128,32,8,32,8,8,8,1,2,0,1,0,0,316.92,316.09,315.9,315.36
128,128,32,8,32,8,8,8,1,2,0,1,0,1,192.92,193.47,193.59,193.78
128,128,32,8,32,8,8,8,1,2,0,1,1,0,155.29,158.35,157.64,158.62
128,128,32,8,32,8,8,8,1,2,0,1,1,1,191.7,191.74,191.7,191.7
128,128,32,8,32,8,8,8,1,2,1,0,0,0,308.02,307.18,307.24,306.53
128,128,32,8,32,8,8,8,1,2,1,0,0,1,168.85,171.03,170.95,171.1
128,128,32,8,32,8,8,8,1,2,1,0,1,0,234.9,237.14,237.06,237.33
128,128,32,8,32,8,8,8,1,2,1,0,1,1,291.41,291.5,291.48,291.47
128,128,32,8,32,8,8,8,1,2,1,1,0,0,320.25,319.95,319.7,319.48
128,128,32,8,32,8,8,8,1,2,1,1,0,1,166.89,168.88,168.6,168.9
128,128,32,8,32,8,8,8,1,2,1,1,1,0,237,239.65,238.99,239.56
128,128,32,8,32,8,8,8,1,2,1,1,1,1,283.72,283.9,283.84,283.86
128,128,32,8,32,8,8,8,1,4,0,0,0,0,215.48,215.59,215.09,215.83
128,128,32,8,32,8,8,8,1,4,0,0,0,1,161.26,159.48,159.13,159.43
128,128,32,8,32,8,8,8,1,4,0,0,1,0,140.46,143.45,142.6,143.97
128,128,32,8,32,8,8,8,1,4,0,0,1,1,182.22,182.18,182.14,182.14
128,128,32,8,32,8,8,8,1,4,0,1,0,0,215.74,216.25,215.67,215.08
128,128,32,8,32,8,8,8,1,4,0,1,0,1,158.88,158.9,158.48,157.54
128,128,32,8,32,8,8,8,1,4,0,1,1,0,143.52,141.89,141.77,140.7
128,128,32,8,32,8,8,8,1,4,0,1,1,1,177.57,177.5,177.46,177.49
128,128,32,8,32,8,8,8,1,4,1,0,0,0,212.24,213.17,212.95,213.31
128,128,32,8,32,8,8,8,1,4,1,0,0,1,143.19,143.38,143.21,143.05
128,128,32,8,32,8,8,8,1,4,1,0,1,0,115.08,116.94,116.49,116.62
128,128,32,8,32,8,8,8,1,4,1,0,1,1,156.53,156.45,156.8,156.49
128,128,32,8,32,8,8,8,1,4,1,1,0,0,213.16,213.09,213.24,213.06
128,128,32,8,32,8,8,8,1,4,1,1,0,1,145.25,145.77,145.84,145.15
128,128,32,8,32,8,8,8,1,4,1,1,1,0,112.71,114.11,114.06,114.06
128,128,32,8,32,8,8,8,1,4,1,1,1,1,154.06,154.07,154.01,154.07
128,128,32,8,32,8,8,8,2,1,0,0,0,0,322.77,323.05,323.48,323.38
128,128,32,8,32,8,8,8,2,1,0,0,0,1,175.33,176.92,176.9,177.19
128,128,32,8,32,8,8,8,2,1,0,0,1,0,145.88,149.36,148.57,149.18
128,128,32,8,32,8,8,8,2,1,0,0,1,1,175.19,175.26,175.19,175.22
128,128,32,8,32,8,8,8,2,1,0,1,0,0,328.38,327.23,327.83,326.75
128,128,32,8,32,8,8,8,2,1,0,1,0,1,180.64,180.74,181.62,181.1
128,128,32,8,32,8,8,8,2,1,0,1,1,0,153.66,155.96,156.05,155.39
128,128,32,8,32,8,8,8,2,1,0,1,1,1,171.85,171.91,171.86,171.84
128,128,32,8,32,8,8,8,2,1,1,0,0,0,312.43,312.2,312.25,311.87
128,128,32,8,32,8,8,8,2,1,1,0,0,1,165.94,168.19,168.44,168.52
128,128,32,8,32,8,8,8,2,1,1,0,1,0,194.24,191.8,193.32,192.85
128,128,32,8,32,8,8,8,2,1,1,0,1,1,224.4,224.49,224.43,224.43
128,128,32,8,32,8,8,8,2,1,1,1,0,0,314.01,313.89,313.64,313.4
128,128,32,8,32,8,8,8,2,1,1,1,0,1,172.99,173.25,173.51,174.06
128,128,32,8,32,8,8,8,2,1,1,1,1,0,202.59,201.09,200.87,201.01
128,128,32,8,32,8,8,8,2,1,1,1,1,1,198.65,198.68,198.65,198.69
128,128,32,8,32,8,8,8,2,2,0,0,0,0,257.4,256.73,256.74,256.89
128,128,32,8,32,8,8,8,2,2,0,0,0,1,149.92,151.39,152.05,149.88
128,128,32,8,32,8,8,8,2,2,0,0,1,0,141.75,143.94,142.98,145.17
128,128,32,8,32,8,8,8,2,2,0,0,1,1,175.37,175.43,175.64,175.44
128,128,32,8,32,8,8,8,2,2,0,1,0,0,256.58,255.11,254.46,254.19
128,128,32,8,32,8,8,8,2,2,0,1,0,1,147.64,148.87,148.74,151.04
128,128,32,8,32,8,8,8,2,2,0,1,1,0,146.14,149.08,147.21,149.87
128,128,32,8,32,8,8,8,2,2,0,1,1,1,172.09,172.46,172.38,172.28
128,128,32,8,32,8,8,8,2,2,1,0,0,0,253.19,253.33,252.88,253.13
128,128,32,8,32,8,8,8,2,2,1,0,0,1,152.29,154.68,153.11,152.56
128,128,32,8,32,8,8,8,2,2,1,0,1,0,126.12,128.69,127.61,126.61
128,128,32,8,32,8,8,8,2,2,1,0,1,1,140.21,140.03,140.07,140.12
128,128,32,8,32,8,8,8,2,2,1,1,0,0,254.74,254.59,255.16,254.98
128,128,32,8,32,8,8,8,2,2,1,1,0,1,151.55,152.84,153.48,153.04
128,128,32,8,32,8,8,8,2,2,1,1,1,0,125.85,131.09,126.59,129.67
128,128,32,8,32,8,8,8,2,2,1,1,1,1,133.61,133.83,133.76,133.62
128,128,32,8,32,8,8,8,2,4,0,0,0,0,255.84,258.2,256.28,257.39
128,128,32,8,32,8,8,8,2,4,0,0,0,1,151.29,152.32,152.64,152.19
128,128,32,8,32,8,8,8,2,4,0,0,1,0,121.54,123.57,123.11,122.9
128,128,32,8,32,8,8,8,2,4,0,0,1,1,176.3,176.3,176.28,176.35
128,128,32,8,32,8,8,8,2,4,0,1,0,0,256.92,256.76,256.36,257.42
128,128,32,8,32,8,8,8,2,4,0,1,0,1,149.33,150.24,151.89,149.74
128,128,32,8,32,8,8,8,2,4,0,1,1,0,118.37,122.53,121.61,122.15
128,128,32,8,32,8,8,8,2,4,0,1,1,1,171.66,171.65,171.76,171.69
128,128,32,8,32,8,8,8,2,4,1,0,0,0,240.36,240.65,241.15,240.99
128,128,32,8,32,8,8,8,2,4,1,0,0,1,152.1,152.95,153.11,152.19
128,128,32,8,32,8,8,8,2,4,1,0,1,0,122.69,123.72,124.43,123.75
128,128,32,8,32,8,8,8,2,4,1,0,1,1,145.02,145.18,144.99,145.05
128,128,32,8,32,8,8,8,2,4,1,1,0,0,240.24,240.72,240.96,241.19
128,128,32,8,32,8,8,8,2,4,1,1,0,1,150.04,150.26,151.18,149.92
128,128,32,8,32,8,8,8,2,4,1,1,1,0,122.04,123.97,123.6,125.09
128,128,32,8,32,8,8,8,2,4,1,1,1,1,144.17,144.22,144.19,144.19
128,128,32,8,32,8,8,8,4,1,0,0,0,0,288.19,289.46,289.44,289.42
128,128,32,8,32,8,8,8,4,1,0,0,0,1,156.58,158.7,158.72,158.98
128,128,32,8,32,8,8,8,4,1,0,0,1,0,148.71,152.84,150.74,150.63
128,128,32,8,32,8,8,8,4,1,0,0,1,1,147.77,147.74,147.58,147.6
128,128,32,8,32,8,8,8,4,1,0,1,0,0,297.32,298.98,299.93,298.96
128,128,32,8,32,8,8,8,4,1,0,1,0,1,152.01,156.62,155.12,153.6
128,128,32,8,32,8,8,8,4,1,0,1,1,0,151.46,155.07,157.11,156.55
128,128,32,8,32,8,8,8,4,1,0,1,1,1,167.02,167.24,167.29,167.29
128,128,32,8,32,8,8,8,4,1,1,0,0,0,267,267.44,267.46,267.3
128,128,32,8,32,8,8,8,4,1,1,0,0,1,147.28,149.49,149.32,149.11
128,128,32,8,32,8,8,8,4,1,1,0,1,0,146.86,149.03,148.06,148.87
128,128,32,8,32,8,8,8,4,1,1,0,1,1,142.68,142.75,142.72,142.74
128,128,32,8,32,8,8,8,4,1,1,1,0,0,277.03,277.58,277.11,277.68
128,128,32,8,32,8,8,8,4,1,1,1,0,1,144.48,145.73,149.94,149.09
128,128,32,8,32,8,8,8,4,1,1,1,1,0,144.71,154.39,154.2,154.24
128,128,32,8,32,8,8,8,4,1,1,1,1,1,153.09,153.28,153.29,153.24
128,128,32,8,32,8,8,8,4,2,0,0,0,0,290.73,291.98,290.85,291.85
128,128,32,8,32,8,8,8,4,2,0,0,0,1,149.86,150.23,151.75,151.48
128,128,32,8,32,8,8,8,4,2,0,0,1,0,146.4,146.23,148.45,148.53
128,128,32,8,32,8,8,8,4,2,0,0,1,1,147.16,147.24,147.2,147.17
128,128,32,8,32,8,8,8,4,2,0,1,0,0,293.7,294.28,293.78,294.96
128,128,32,8,32,8,8,8,4,2,0,1,0,1,156.82,160.35,159.77,160.8
128,128,32,8,32,8,8,8,4,2,0,1,1,0,140.43,145.43,143.86,140.85
128,128,32,8,32,8,8,8,4,2,0,1,1,1,143.76,144.49,144.73,144.6
128,128,32,8,32,8,8,8,4,2,1,0,0,0,275.07,275.45,275.28,275.18
128,128,32,8,32,8,8,8,4,2,1,0,0,1,142.57,143.09,142.95,143.11
128,128,32,8,32,8,8,8,4,2,1,0,1,0,143.56,145.03,143.16,143.47
128,128,32,8,32,8,8,8,4,2,1,0,1,1,134.32,134.17,134.15,134.18
128,128,32,8,32,8,8,8,4,2,1,1,0,0,279.41,279.61,279.32,279.79
128,128,32,8,32,8,8,8,4,2,1,1,0,1,153.17,155.55,155.5,155.66
128,128,32,8,32,8,8,8,4,2,1,1,1,0,135.88,139.95,137.5,141.08
128,128,32,8,32,8,8,8,4,2,1,1,1,1,133.81,133.82,133.76,133.79
128,128,32,8,32,8,8,8,4,4,0,0,0,0,260.5,262.82,262.1,262.62
128,128,32,8,32,8,8,8,4,4,0,0,0,1,149.27,152.32,152.31,150.51
128,128,32,8,32,8,8,8,4,4,0,0,1,0,124.68,125.94,126.3,124.67
128,128,32,8,32,8,8,8,4,4,0,0,1,1,147.24,147.3,147.23,147.27
128,128,32,8,32,8,8,8,4,4,0,1,0,0,260.28,262.46,262.8,262.33
128,128,32,8,32,8,8,8,4,4,0,1,0,1,147.84,149.54,150.07,150.16
128,128,32,8,32,8,8,8,4,4,0,1,1,0,120.92,122.76,125.66,123.22
128,128,32,8,32,8,8,8,4,4,0,1,1,1,139.28,139.3,139.29,139.29
128,128,32,8,32,8,8,8,4,4,1,0,0,0,241.32,242.17,242.45,242.74
128,128,32,8,32,8,8,8,4,4,1,0,0,1,140.43,143.08,143.28,142.8
128,128,32,8,32,8,8,8,4,4,1,0,1,0,122.66,123.34,121.81,121.85
128,128,32,8,32,8,8,8,4,4,1,0,1,1,129.34,129.39,129.36,129.36
128,128,32,8,32,8,8,8,4,4,1,1,0,0,241.25,242.64,241.89,242.09
128,128,32,8,32,8,8,8,4,4,1,1,0,1,139.95,143.24,142.69,142.91
128,128,32,8,32,8,8,8,4,4,1,1,1,0,118.58,121.13,120.19,121.02
128,128,32,8,32,8,8,8,4,4,1,1,1,1,131.61,131.63,131.65,131.62
128,128,32,8,32,8,8,8,8,1,0,0,0,0,273.82,274.01,274.58,273.92
128,128,32,8,32,8,8,8,8,1,0,0,0,1,155.81,158.51,158.33,159.3
128,128,32,8,32,8,8,8,8,1,0,0,1,0,134.14,134.57,134.36,135.26
128,128,32,8,32,8,8,8,8,1,0,0,1,1,149.56,149.45,149.5,149.82
128,128,32,8,32,8,8,8,8,1,0,1,0,0,278.96,279.17,280.29,279.6
128,128,32,8,32,8,8,8,8,1,0,1,0,1,157.22,158.6,159.41,160.36
128,128,32,8,32,8,8,8,8,1,0,1,1,0,137.59,139.02,138.3,139.23
128,128,32,8,32,8,8,8,8,1,0,1,1,1,157.16,156.96,157.67,157.11
128,128,32,8,32,8,8,8,8,1,1,0,0,0,259.88,260.73,260.84,260.5
128,128,32,8,32,8,8,8,8,1,1,0,0,1,151.48,154.58,153.15,152.79
128,128,32,8,32,8,8,8,8,1,1,0,1,0,134.03,136.57,138.97,135.29
128,128,32,8,32,8,8,8,8,1,1,0,1,1,146.66,146.7,146.57,146.83
128,128,32,8,32,8,8,8,8,1,1,1,0,0,268.93,269.24,268.47,268.61
128,128,32,8,32,8,8,8,8,1,1,1,0,1,148.8,149.78,150.74,150.56
128,128,32,8,32,8,8,8,8,1,1,1,1,0,133.99,134.45,135.53,135.76
128,128,32,8,32,8,8,8,8,1,1,1,1,1,152.11,152.27,152.08,152.14
128,128,32,8,32,8,8,8,8,2,0,0,0,0,274.66,275.43,274.92,275.34
128,128,32,8,32,8,8,8,8,2,0,0,0,1,147.17,151.5,150.68,150.47
128,128,32,8,32,8,8,8,8,2,0,0,1,0,139.63,143.67,140.45,142.53
128,128,32,8,32,8,8,8,8,2,0,0,1,1,153.14,153.72,153.52,153.6
128,128,32,8,32,8,8,8,8,2,0,1,0,0,279.42,279.68,279.73,280.12
128,128,32,8,32,8,8,8,8,2,0,1,0,1,149.3,154.23,154.12,153.77
128,128,32,8,32,8,8,8,8,2,0,1,1,0,139.03,139.94,140.37,141.18
128,128,32,8,32,8,8,8,8,2,0,1,1,1,138.57,138.58,138.52,138.54
128,128,32,8,32,8,8,8,8,2,1,0,0,0,262.35,263.35,263.14,263.01
128,128,32,8,32,8,8,8,8,2,1,0,0,1,140.44,143.78,142.01,143.18
128,128,32,8,32,8,8,8,8,2,1,0,1,0,133.64,137.75,137.72,137.72
128,128,32,8,32,8,8,8,8,2,1,0,1,1,142.17,142.33,142.28,142.34
128,128,32,8,32,8,8,8,8,2,1,1,0,0,266.85,267.17,267.29,267.28
128,128,32,8,32,8,8,8,8,2,1,1,0,1,143.42,148.22,147.37,146.48
128,128,32,8,32,8,8,8,8,2,1,1,1,0,138.29,137.48,137.88,137.72
128,128,32,8,32,8,8,8,8,2,1,1,1,1,134.91,134.88,134.85,134.87
128,128,32,8,32,8,8,8,8,4,0,0,0,0,260.5,261.31,260.76,260.56
128,128,32,8,32,8,8,8,8,4,0,0,0,1,153.41,156.49,156.37,156.28
128,128,32,8,32,8,8,8,8,4,0,0,1,0,119.84,120.02,120,121.55
128,128,32,8,32,8,8,8,8,4,0,0,1,1,142.73,142.98,142.76,142.84
128,128,32,8,32,8,8,8,8,4,0,1,0,0,260.73,261.19,261.03,260.96
128,128,32,8,32,8,8,8,8,4,0,1,0,1,154.4,158.75,158.15,158.66
128,128,32,8,32,8,8,8,8,4,0,1,1,0,119.12,117.37,116.09,117.76
128,128,32,8,32,8,8,8,8,4,0,1,1,1,140.69,140.69,140.78,140.69
128,128,32,8,32,8,8,8,8,4,1,0,0,0,249.15,249.41,249.33,249.52
128,128,32,8,32,8,8,8,8,4,1,0,0,1,147.67,151.44,151.18,151.13
128,128,32,8,32,8,8,8,8,4,1,0,1,0,115.57,116.41,116.2,117.11
128,128,32,8,32,8,8,8,8,4,1,0,1,1,135.39,135.43,135.36,135.4
128,128,32,8,32,8,8,8,8,4,1,1,0,0,249.49,249.43,249.23,249.34
128,128,32,8,32,8,8,8,8,4,1,1,0,1,145.37,151.25,150.05,148.85
128,128,32,8,32,8,8,8,8,4,1,1,1,0,113.15,115.42,115.37,115.94
128,128,32,8,32,8,8,8,8,4,1,1,1,1,130.24,130.21,130.19,130.19
128,128,32,8,32,8,16,2,1,1,0,0,0,0,307.53,315.57,315.44,315.09
128,128,32,8,32,8,16,2,1,1,0,0,0,1,177.59,177.25,177.31,176.64
128,128,32,8,32,8,16,2,1,1,0,0,1,0,159.91,161.37,162.96,161.86
128,128,32,8,32,8,16,2,1,1,0,0,1,1,209.96,209.94,209.8,209.83
128,128,32,8,32,8,16,2,1,1,0,1,0,0,316.72,325.68,325.35,325
128,128,32,8,32,8,16,2,1,1,0,1,0,1,193.69,196.99,195.32,197.14
128,128,32,8,32,8,16,2,1,1,0,1,1,0,171.2,176.69,176.77,178.56
128,128,32,8,32,8,16,2,1,1,0,1,1,1,232.2,231.94,231.91,231.9
128,128,32,8,32,8,16,2,1,1,1,0,0,0,302.53,309.34,309.26,309.69
128,128,32,8,32,8,16,2,1,1,1,0,0,1,148.09,152.44,151.45,150.58
128,128,32,8,32,8,16,2,1,1,1,0,1,0,158.74,160.56,160.02,160.43
128,128,32,8,32,8,16,2,1,1,1,0,1,1,206.85,206.86,206.86,206.87
128,128,32,8,32,8,16,2,1,1,1,1,0,0,311.22,318.69,319.04,318.15
128,128,32,8,32,8,16,2,1,1,1,1,0,1,168.55,169.69,169.29,169.53
128,128,32,8,32,8,16,2,1,1,1,1,1,0,161.99,164.37,163.95,164.53
128,128,32,8,32,8,16,2,1,1,1,1,1,1,205.38,205.53,205.51,205.54
128,128,32,8,32,8,16,2,1,2,0,0,0,0,277.61,285.15,285.41,284.99
128,128,32,8,32,8,16,2,1,2,0,0,0,1,177.03,178.09,176.74,177.48
128,128,32,8,32,8,16,2,1,2,0,0,1,0,166.77,171.36,171.79,170.87
128,128,32,8,32,8,16,2,1,2,0,0,1,1,177.35,177.06,177.16,177.33
128,128,32,8,32,8,16,2,1,2,0,1,0,0,280.97,289.26,289.56,289.3
128,128,32,8,32,8,16,2,1,2,0,1,0,1,170.48,173.15,172.99,173.51
128,128,32,8,32,8,16,2,1,2,0,1,1,0,167.82,173.91,173.41,175.18
128,128,32,8,32,8,16,2,1,2,0,1,1,1,171.24,171,171.1,171.02
128,128,32,8,32,8,16,2,1,2,1,0,0,0,286.43,291.78,291.64,291.32
128,128,32,8,32,8,16,2,1,2,1,0,0,1,146.57,148.95,150.75,149.1
128,128,32,8,32,8,16,2,1,2,1,0,1,0,195.18,196.39,195.85,195.76
128,128,32,8,32,8,16,2,1,2,1,0,1,1,250.16,250.47,250.53,250.45
128,128,32,8,32,8,16,2,1,2,1,1,0,0,290.21,296.51,295.83,295.88
128,128,32,8,32,8,16,2,1,2,1,1,0,1,141.34,145.03,142.37,141.39
128,128,32,8,32,8,16,2,1,2,1,1,1,0,199.5,201.17,200.37,199.69
128,128,32,8,32,8,16,2,1,2,1,1,1,1,246.68,247,246.96,247
128,128,32,8,32,8,16,2,1,4,0,0,0,0,223.22,227.88,227.64,228.25
128,128,32,8,32,8,16,2,1,4,0,0,0,1,167.01,174.45,174.94,175.16
128,128,32,8,32,8,16,2,1,4,0,0,1,0,170.91,169.77,169.24,169.09
128,128,32,8,32,8,16,2,1,4,0,0,1,1,233.5,233.34,233.63,233.57
128,128,32,8,32,8,16,2,1,4,0,1,0,0,224.1,227.65,229.51,228.98
128,128,32,8,32,8,16,2,1,4,0,1,0,1,170.63,177.98,178.17,177.58
128,128,32,8,32,8,16,2,1,4,0,1,1,0,156.21,154.01,154.68,154.51
128,128,32,8,32,8,16,2,1,4,0,1,1,1,224.68,224.53,224.75,224.87
128,128,32,8,32,8,16,2,1,4,1,0,0,0,224.98,232.35,231.96,232.16
128,128,32,8,32,8,16,2,1,4,1,0,0,1,148.71,156.08,157.59,157.3
128,128,32,8,32,8,16,2,1,4,1,0,1,0,133.76,138.61,138.26,138.46
128,128,32,8,32,8,16,2,1,4,1,0,1,1,134.12,134.21,134.17,134.2
128,128,32,8,32,8,16,2,1,4,1,1,0,0,224.89,232.24,232.42,232.39
128,128,32,8,32,8,16,2,1,4,1,1,0,1,148.61,157.04,160.21,158.83
128,128,32,8,32,8,16,2,1,4,1,1,1,0,127.09,130.38,128.44,128.93
128,128,32,8,32,8,16,2,1,4,1,1,1,1,131.04,131.25,131.2,131.24
128,128,32,8,32,8,16,2,2,1,0,0,0,0,316.15,326.22,326.06,326.75
128,128,32,8,32,8,16,2,2,1,0,0,0,1,238.59,245.1,245.38,244.73
128,128,32,8,32,8,16,2,2,1,0,0,1,0,219.24,220.75,220.24,220.65
128,128,32,8,32,8,16,2,2,1,0,0,1,1,236.35,236.15,236.2,236.21
128,128,32,8,32,8,16,2,2,1,0,1,0,0,326.78,337.12,336.97,337.55
128,128,32,8,32,8,16,2,2,1,0,1,0,1,204.6,206.5,206.43,205.98
128,128,32,8,32,8,16,2,2,1,0,1,1,0,225.86,230.76,230.86,230.39
128,128,32,8,32,8,16,2,2,1,0,1,1,1,265.37,265.46,265.39,265.44
128,128,32,8,32,8,16,2,2,1,1,0,0,0,306.14,313.88,314.52,314.36
128,128,32,8,32,8,16,2,2,1,1,0,0,1,234.07,242.36,241.77,241.32
128,128,32,8,32,8,16,2,2,1,1,0,1,0,176.66,177.89,178.05,177.1
128,128,32,8,32,8,16,2,2,1,1,0,1,1,246.03,246.07,246.06,246
128,128,32,8,32,8,16,2,2,1,1,1,0,0,318.37,326.63,325.99,326.57
128,128,32,8,32,8,16,2,2,1,1,1,0,1,202.82,205.69,204.43,204.03
128,128,32,8,32,8,16,2,2,1,1,1,1,0,182.6,186.24,184.74,187.09
128,128,32,8,32,8,16,2,2,1,1,1,1,1,224.58,224.73,224.73,224.73
128,128,32,8,32,8,16,2,2,2,0,0,0,0,318.29,324.6,325.41,325.35
128,128,32,8,32,8,16,2,2,2,0,0,0,1,226.83,227.75,227.46,227.28
128,128,32,8,32,8,16,2,2,2,0,0,1,0,184.1,190.21,189.38,190
128,128,32,8,32,8,16,2,2,2,0,0,1,1,203.14,202.87,202.82,202.82
128,128,32,8,32,8,16,2,2,2,0,1,0,0,324,332.89,332.93,332.9
128,128,32,8,32,8,16,2,2,2,0,1,0,1,225.49,227.41,227.41,226.79
128,128,32,8,32,8,16,2,2,2,0,1,1,0,190.84,193.89,192.33,192.79
128,128,32,8,32,8,16,2,2,2,0,1,1,1,178.9,178.96,178.88,178.87
128,128,32,8,32,8,16,2,2,2,1,0,0,0,306.14,312.58,312.88,312.46
128,128,32,8,32,8,16,2,2,2,1,0,0,1,216.42,215.58,216.14,215.42
128,128,32,8,32,8,16,2,2,2,1,0,1,0,174.81,178.3,178.14,178.44
128,128,32,8,32,8,16,2,2,2,1,0,1,1,151.79,151.92,151.84,151.96
128,128,32,8,32,8,16,2,2,2,1,1,0,0,311.26,316.65,316.98,316.71
128,128,32,8,32,8,16,2,2,2,1,1,0,1,222.01,221.9,222.64,221.56
128,128,32,8,32,8,16,2,2,2,1,1,1,0,178.98,185.03,184.58,185.43
128,128,32,8,32,8,16,2,2,2,1,1,1,1,157.58,157.6,157.58,157.58
128,128,32,8,32,8,16,2,2,4,0,0,0,0,335.67,338.12,339.02,338.59
